F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,Target
9.38,16.56,-166.04,Rest,-322.68,567.42,0,314.29,2,4,-1.08,High,-6512.28,-21.72,-29.31,1969.94,1549.01645
10.32,2.16,-109.8,Europe,-141.27,663.87,2.5,271.86,2,4,0.74,Low,-16984.34,-18.99,-29.22,1755.82,264.6509447
12.34,9.16,-181.24,Rest,-151.65,497.43,0.01,186.19,4,3,5.34,Medium,-17835.59,3.69,-22.05,1573,1316.96176
4.04,8.94,-114.9,Rest,-119.82,452.7,27.49,480.12,7,5,12.56,Very low,-15195.83,-9.21,-33.78,822.54,-646.4446858
16.48,2.92,-230.28,UK,-271.59,520.59,46.33,-0.02,2,2,-7.92,High,-18476.78,-1.59,-26.82,621.02,2895.714909
16.9,10.3,-99.18,UK,-39,522.57,0.48,-533.31,3,4,0.52,High,-16468.85,-17.25,-21.96,1453.34,383.060621
3.72,9.54,-144.7,UK,-277.86,531.48,0.18,497.63,5,3,3.96,High,-17506.58,-19.5,-41.64,1678.34,1461.576695
4.02,10.46,-203.16,Rest,-301.35,623.82,0.26,287.28,3,5,7.9,Very high,-14355.56,-17.85,-31.77,894.08,1675.310176
2.76,4.22,-178.9,Rest,-173.49,448.29,0.21,738.17,3,5,3.92,Medium,-14724.2,-0.39,-25.32,1798.38,-13.2613026
2.18,2.12,-283.9,USA,-225.96,595.59,0.04,212.63,5,1,1.84,Very high,-15783.39,0.33,-36.81,981.04,1219.17028
7.48,21.78,-121.34,USA,-367.62,497.61,6.63,-333.69,4,4,-9.46,Very high,-16090.81,4.77,40.8,771.62,464.713194
17.28,7.08,-123.8,USA,-437.7,404.52,0.66,194.04,3,4,4.02,Very low,-11231.76,-9.99,-26.25,1762.32,42.76218732
9.56,17.66,-173.48,UK,-224.79,500.64,1.77,408.45,3,7,-5.14,Low,-14825.56,-12.81,-38.37,1425,1507.4328
11.06,8.2,-260.14,Rest,-251.46,268.98,16.17,443.39,6,3,2.82,Very low,-18767.98,-2.55,-34.68,2852.9,827.0728585
3.68,5.54,-270.94,Europe,-51.48,511.29,3.37,93.88,1,5,-3.32,Low,-14041.26,-14.28,-39.84,2186.86,945.7454553
34.04,9.54,-185.08,USA,-169.83,733.89,247.71,168.53,5,3,17.58,Very low,-13194.13,-9.9,-34.44,1337.8,-40.57293418
10.02,5.78,-178.64,Europe,-239.49,466.38,0.14,155.2,4,2,14.28,Medium,-14018.35,-8.82,-36.51,408.18,1272.318537
7.72,8.74,-275.84,Europe,-236.1,633,6.24,-35.69,3,4,10.28,High,-21032.45,-6.45,-39.12,635.62,1660.696155
29.08,8.12,-218,Europe,-237.39,399.9,11.47,-367.73,4,4,9.28,Very low,-23565.92,-18.27,-42.06,1201.64,627.4126617
9.82,5.36,-174.08,USA,-228.9,556.2,10.07,420.73,4,4,0.18,Low,-22646.86,-7.14,-82.92,2223,1107.174093
0.76,6.1,-247.38,Europe,-209.01,563.64,0.02,-264.84,4,3,4.8,High,-15640.38,-4.95,-36.54,2314.36,1160.384791
3.16,12.06,-197.68,Europe,-212.67,457.95,8.39,-28.88,1,4,3.98,High,-12057.48,-1.44,-28.26,1113.14,1014.255335
8.9,2.88,-286.76,UK,-100.95,544.74,0.63,-115.09,2,6,16.1,Very high,-14595.29,-19.41,-29.46,1225.24,-123.6696087
5,10.22,-159.72,Rest,-154.05,530.25,0.1,-91.36,4,5,1.42,Low,-6539.47,-16.14,-31.74,1025.54,741.1895687
1.96,8.7,-278.74,USA,-112.41,621.48,1.3,193.54,2,2,2.72,Very low,-8008.93,-10.14,-47.34,1619.28,998.8843229
5.04,5.38,-79.78,Europe,-255.93,355.68,0,482.69,4,4,2.58,Medium,-14018.74,-13.26,-38.31,974.84,897.7016456
0.16,3.68,-105.44,Rest,-160.41,535.8,12.22,362.02,3,2,3.18,Medium,-21908.12,-21.99,-32.04,1413.28,3622.157951
1.24,6.14,-177.44,UK,-356.61,501.9,2.01,659.49,2,4,10.54,Medium,-13600.61,-5.55,-39.12,2762.68,1042.266126
4.18,16.06,-166.88,Rest,-89.46,353.88,0.93,262.3,1,3,2.9,Low,-20563.67,-9.63,-33.78,1753.3,693.2080786
20,8.26,-30.58,USA,-395.58,766.35,987.69,-207.16,2,4,10.94,Low,-12820.25,-15.03,-27.75,2545.02,79.86390147
5.08,5.24,-162.76,Rest,-202.95,305.61,0.85,307.27,4,4,-3.96,Very low,-15499.63,-23.76,-6.18,819.84,161.6752289
1.46,11.66,-115.18,Europe,-319.38,358.41,0.1,-101.26,4,5,9.08,Medium,-13313.79,-10.74,-40.02,1271.04,1198.075597
15.62,11.04,-223.16,Europe,-301.65,523.41,0.33,406.86,6,5,16.9,Very low,-12230.29,-5.7,-24.3,1572.06,2019.08828
2.74,10.1,-179.24,Rest,-266.85,560.07,88.04,395.23,4,2,10.32,Very low,-13863.31,5.94,-44.25,976.88,2578.767222
1.46,12.98,-77.64,Rest,-278.13,498.57,0.04,11.17,4,1,6.12,Medium,-15312.73,-2.7,-28.65,1013.94,1248.921191
14.64,10.2,-125.64,Europe,-311.43,269.37,0.18,161.56,5,6,4.06,Very low,-17678.6,-14.49,-35.31,2415.64,798.9039427
6.36,18.48,-124.7,USA,-339.09,394.41,387.95,56.43,3,5,2.9,Medium,-5976.82,1.32,-34.44,1735.5,755.4594886
5.38,12.6,-208.68,UK,-352.47,95.13,0.1,130.92,3,5,11.78,Very high,-12932.98,-8.64,-29.25,749.62,1654.957331
7.92,13.38,-122.78,Europe,-308.37,585.66,13.38,73.07,6,3,7.76,Low,-21253.68,-21.84,-36.24,1617.52,31.43230935
3.88,8.44,-244.24,Rest,-257.49,457.17,1.41,171.01,4,3,-0.18,Very high,-14713.32,-1.83,-30.12,1269.24,1909.730506
1.12,6.02,-131.4,UK,-240.96,515.85,0,257.12,4,5,11.98,Very high,-18872.83,-11.61,-16.35,1256.1,277.675776
3.74,5.04,-222.12,Europe,-182.25,523.83,3.03,438.61,6,4,11.78,Low,-9664.66,-12.42,-32.91,1245.54,1108.251118
11.6,9.32,-84.42,USA,-240.78,469.44,0.08,800.12,3,3,11.52,Medium,-12600.67,-1.95,-32.73,1255.4,712.2908732
0.52,5.68,-108.44,Europe,-158.43,481.02,270.15,-120.66,3,3,13.76,Very low,-15910.66,-7.35,-35.7,1272.64,1213.605043
6.14,7.86,-105.4,Europe,-153.96,592.92,0.05,-350.67,4,4,13.48,Medium,-14590.32,-6.99,-40.44,1456.72,-20.80381846
1.88,11.56,-107.46,Europe,-149.1,436.44,45.17,-187.59,6,3,14.98,High,-16406,-17.97,-27.96,2205.96,1971.168617
4.74,16.54,-221.36,UK,-251.16,369.15,0.49,242.26,4,5,11.22,Medium,-9774.4,-1.53,-21.87,1351.44,355.8136846
5.68,5.12,-296.14,USA,-103.26,542.49,0,-2.06,6,3,8.12,Low,-16985.59,-13.38,-30.15,1355.58,1870.919329
4.56,14.58,-210.44,Rest,-94.86,365.13,1859.93,167.04,3,3,8.46,High,-17226.79,-39.24,-40.98,1599.04,818.2799464
12.22,13.14,-283.1,Europe,-350.4,497.52,262.26,617.42,4,2,15.32,Medium,-15493.18,-9.48,-35.07,1997.04,840.2850511
5.88,15.42,-182.66,UK,-307.35,450.93,0.47,-44.84,4,5,5.54,Very low,-10561.96,-9.78,9.81,1480.46,31.13226169
5.16,0.8,-104.72,UK,-264.24,457.89,0,2.51,3,4,15.28,Medium,-13683.76,-8.01,-39.75,1159.76,1723.886918
10.94,5.94,-95.04,Rest,-380.22,814.65,0.15,477.5,4,1,0,High,-16446.56,-7.65,-34.08,1489.52,1196.926023
2.54,5.66,-94.88,USA,-219.63,441.78,0.7,-158.5,6,6,-9.18,Medium,-17419.44,-4.26,40.05,500.24,2190.014847
11.8,9.74,-56.42,UK,-211.14,584.25,0.22,172.85,2,3,9.08,Low,-14234.16,-6.87,-39.6,2227.9,1793.639985
2.3,20.7,-327.32,Rest,-247.89,494.79,0.02,318.84,3,4,0.14,Low,-12830.06,-18.75,-31.02,861.4,836.9213646
11.3,2.48,-216.46,UK,-303.84,463.53,0.01,180.8,4,2,28.42,Very high,-3014.83,-3.69,-60.12,1156.52,1736.209767
2.3,1.64,-158.74,USA,-206.16,339.93,0.01,50.92,6,4,5.62,Low,-12979.32,-20.55,-32.4,875.08,2162.824663
9.24,4.7,-172.42,USA,-238.17,581.22,1.29,146.39,4,3,-2.02,Very low,-18528.48,-14.04,-44.88,1202.6,1004.240467
15.52,1.32,-137.68,UK,-369.63,915.78,0.54,70.99,6,1,9.46,Very high,-17836.96,-25.71,-32.64,1728.34,-248.8378001
6.98,3.76,-236.74,UK,-316.95,628.89,17.9,134.86,5,2,-0.34,Medium,-20578.09,-3.39,-37.68,2274.66,336.1339934
19.26,5.64,-134.98,USA,-28.59,395.73,2.85,70.1,5,4,14.56,High,-15909.74,-2.25,-32.07,829.44,1971.921872
4.24,5.32,-125.2,USA,-277.62,483.66,7.25,315.53,4,7,9.86,Very high,-20139.07,15.63,-29.25,1994.12,484.5033617
6.64,1.76,-115.84,UK,-109.11,470.61,0.01,20.4,8,4,1.22,High,-20923.99,-19.2,-56.91,2334.54,-201.7530325
1.94,10.98,-176.08,USA,-140.43,566.43,267.1,362.78,5,5,-5.04,Very low,-14183.75,-27.72,-25.53,1649.62,1614.773239
14.28,9.34,-113.54,Rest,-9.57,576.93,192.85,309.83,2,4,6.34,High,-29517.44,-9.93,-23.91,1914.78,261.65421
13.02,7.48,-186.56,USA,-331.83,488.73,12.78,-372.6,5,1,2.6,Very low,-9517.99,-6.63,-34.29,2172.48,-478.5221526
18.22,5.6,-242.34,UK,-148.83,476.94,0.84,255.62,4,5,-0.76,Very high,-18863.08,-22.26,-34.05,1471.1,759.0629971
5.84,4.06,-241.7,Rest,-166.95,416.94,6.67,-244.29,6,5,5.76,High,-9175.14,-13.2,-27.9,1828.62,-240.6615764
7.98,1.94,-250.64,UK,-366.84,698.4,0.05,-268.68,4,2,16.54,Very low,-1835.72,-28.8,-43.32,1290.26,1298.938861
4.16,5.46,-145.92,USA,-196.38,511.08,0.12,-92.77,4,1,1.92,Low,-12239.31,6.03,-40.26,1234.8,2629.272634
0.08,2.96,-70.88,USA,-284.22,687.09,8.43,363.85,3,4,6.08,Very high,-15820.79,-2.73,-40.23,1180.42,2547.60803
3.5,16.08,-120.2,Europe,-270.87,171.27,0.08,-125.78,6,5,4.36,Very high,1475.5,-6.66,-48.03,2985,1130.73738
8.68,11.36,-172.5,Europe,-222.96,638.31,2.76,493.74,1,3,9.86,Low,-16215.37,-5.94,-46.71,1236.56,694.3868016
9.6,2.04,-271.78,UK,-214.23,494.91,0.4,-366.24,6,5,12,Low,-15960.91,-17.58,-49.8,1879.56,781.9579258
4.8,2.56,-182.18,Rest,-155.04,485.19,13.14,-137.55,3,6,0.54,Medium,-19317.71,-5.52,-1.2,2119.38,583.7940787
6.42,0.68,-77.62,UK,-266.76,218.88,0.34,-420.59,3,3,10.6,Medium,-20267.11,-20.43,-44.79,1079.66,1817.16249
3.72,14.08,-121.84,UK,-330.27,619.38,0.07,591.07,5,3,11.3,Medium,-17537.79,-8.13,-30.78,1976.34,397.7018144
6.32,1.34,-125.56,Europe,-110.43,559.8,0.24,378.09,5,4,11.76,High,-19701.61,3.36,-47.46,1851.84,929.7916867
6.58,10.54,-123.24,USA,-269.07,446.22,11.15,108.38,4,9,5.84,Very low,-14597.45,-14.43,-38.82,402.82,1849.517894
11.78,17.54,-148.5,UK,-344.31,391.17,1.23,65.4,1,5,6.02,Very low,-18726.08,-15.36,-26.79,1475.68,1958.888367
3.74,23.66,-271.34,Rest,-143.28,550.23,1.01,784.56,3,1,-5.38,Medium,-14976.68,-18.24,-36.36,908.88,1634.892294
5.38,4.98,-287.98,USA,-252.48,469.77,7.37,68.8,3,3,15.62,Very low,-16781.59,-17.31,-39.87,1536,642.3173759
10.22,16.16,-132.94,Rest,-53.19,543.78,1.11,-107.56,3,6,16.16,Very high,-17258.23,-10.71,-36.18,1464.86,259.9563243
15.02,4.88,-212.58,Rest,-60.21,503.76,0.15,339.01,4,3,4.84,Medium,-17636.95,-11.31,-31.62,1229.28,1794.779554
3.5,12.1,-177.68,UK,-344.58,531.33,0.21,93.91,3,4,2.36,Very low,-17112.72,-9.12,-39.39,1566.16,-193.5126583
2.86,7.34,-221.88,USA,-221.52,600.18,0.05,-225.81,2,4,4.7,Medium,-15152.1,-17.28,-49.83,1747.44,1578.423469
6.82,4,-147.7,Rest,-343.44,440.55,0.23,409.43,2,4,8.72,Very high,-17285.1,1.95,-15.15,1533.74,-88.71148133
3.54,5.46,-265.04,Europe,-154.11,555.99,5.07,577.04,4,1,9.46,Low,-15666.86,-10.98,-32.91,2498.1,411.3731731
12.32,5.76,-177.76,USA,-51.21,509.7,1.46,-239.02,1,9,-6.94,Medium,-16689.71,-6.96,-40.44,2608.72,1604.265291
17.54,7.74,-224.86,Rest,-127.29,478.47,0.09,-117.56,5,2,1,Very low,-11329.74,-14.43,-29.31,2220.42,1609.876769
13.08,13.64,-166.76,USA,-136.14,576.63,0.84,-124.66,5,3,4.16,Low,-15980.48,-11.31,-38.43,1906.82,781.6543359
1.86,4.32,-215.44,USA,-409.14,576.54,15.27,565.05,3,5,7.86,Medium,-21250.08,-9.99,-28.68,2069.98,817.442178
11.9,15.56,-192.06,Europe,-292.29,573.3,0.61,110.63,9,5,15.3,Very low,-17527.89,-11.07,-53.91,1945.04,534.7464128
3.32,3.86,-178.2,Rest,-199.14,607.83,0,429.25,4,4,7.52,High,-14109.28,-5.79,-27.27,2120.54,1547.848319
8.06,2.66,-191,USA,-135.09,1079.1,915.22,396.33,4,5,4.26,Medium,-10859.2,-9.69,-14.46,1684.48,708.1402205
4.18,9.7,-145,Europe,-302.82,651.06,6.03,819.49,7,6,14.26,Very high,-11351.85,-12.78,-47.34,191.98,-645.1367483
6,1.76,-247,USA,-35.73,410.04,305.97,0.57,6,5,6.56,Very high,-17885.33,-6.03,-33.27,1337.02,922.2954633
6.6,7.62,-200.14,Europe,-249.63,397.62,0.03,374.93,5,3,2.08,Low,-16451.53,4.59,-34.11,1890.02,2086.085941
11.02,3.3,-15.74,UK,-119.61,472.5,0.91,84.52,5,4,10.94,Low,-20727.14,5.64,-34.5,1523.14,1556.356398
9.72,16.1,-46.04,Europe,-193.89,519.63,0.04,386.56,1,6,8.36,High,-15898.35,-16.44,-11.07,1164.68,1784.850147
4.56,4.44,-147.32,UK,-232.62,538.5,1.2,310.17,2,3,7.04,Very low,-17035.51,-5.4,-42.69,1219.34,1262.42057
14.54,2.74,-135.78,Rest,-323.01,557.43,2.78,1022.73,5,6,7.26,Very high,-10934.5,-5.25,-27.51,2902.76,1443.926109
4.28,6.18,-174,Europe,-281.52,664.53,21.4,304.27,7,3,19.44,Low,-17754.49,-16.8,-32.82,1325.36,2638.468291
1.58,4.3,-228.56,Rest,-172.38,506.01,0.04,207.55,5,7,3.5,Low,-19529.35,1.35,-36.78,29.04,593.9058763
1.14,3.98,-129.3,Rest,-267,621.69,109.53,310.81,6,4,-0.46,Very high,-18782.8,-29.46,-31.26,1680.64,623.4650931
8.8,4.24,-153.62,USA,-213.54,152.76,36231.96,-355.58,5,2,8.46,Medium,-21612.36,-12.27,-48.51,2274.56,-792.2788023
8.12,6.48,-251.84,USA,-337.89,624.27,173.08,227.76,4,5,5.6,Very high,-12014.63,2.61,-69.66,1768.36,1261.900492
2.7,21.24,-213.72,Europe,-419.61,512.55,17.04,115.65,3,3,8.72,Low,-14620.02,-21.42,-30.12,1538.1,959.5122456
11.02,6.26,-39.66,USA,-160.92,363.6,0.03,8.01,2,4,11.3,Medium,-16505.47,-4.65,-35.37,1758.48,8.364282386
5.94,1.4,-162.38,Rest,-161.01,398.49,106.74,454.65,8,2,-6.02,Medium,-16647.27,-18.96,-33.72,1840.86,1029.972519
1.46,0.72,-116.58,USA,-401.43,378.51,0.06,471,6,4,14.52,High,-14940.79,-13.08,-36.48,1657.74,-117.0013974
4.22,4.1,-174.56,Rest,-95.04,515.85,108.14,184.19,7,5,-0.96,High,-17224.68,5.01,-36.78,1803.66,667.5171408
12.04,13.1,-323.72,UK,-135.27,331.29,35.23,338.02,2,3,11.42,High,-11544.08,-3.3,-39.48,1263.9,-48.24821962
19.4,5.48,-299.72,Europe,-270.27,423,0.02,-290.06,9,5,17.68,Medium,-15869.16,-16.53,-27.87,-182.64,552.3671212
3.7,15.8,-207.12,USA,-316.86,126.93,0.09,307.13,2,6,13.92,High,-15677.69,-3.12,-34.2,1222.46,1663.491116
4.54,17.38,-142.8,UK,-301.47,564.99,0.1,229.77,3,4,11.1,Very high,-15470.81,12.99,-51.69,-15.86,668.4212117
8.72,11.68,-175.66,Europe,-187.5,502.47,0.26,-567.43,5,5,2.04,Very high,-28262.03,-23.49,-15.36,1284.72,1957.917317
4.8,13.96,-243.76,Rest,-197.04,520.17,0.03,300.09,7,4,11.56,Medium,-15084.1,-12.18,-51.12,400.62,2536.258426
8.84,3.18,-244.58,Europe,-284.76,592.71,0,146.48,1,5,7.64,Very high,-13677.82,-14.31,-34.8,2272.92,436.1194051
15.96,7.28,-165.02,Europe,-285.57,632.55,0.02,151.2,3,3,4.2,Low,-16763.52,-6.66,-30.33,1153.84,959.5892552
14,1.64,-227.88,Rest,-107.58,616.8,81.91,229.83,3,5,15.3,High,-18933.62,-10.8,-52.77,1482.46,405.1332559
2.88,1.8,-290.76,UK,-306.15,624.36,0.01,647.42,6,5,6.74,Very low,-17735.7,-22.02,-24.3,1704.38,1770.613005
3.18,6.38,-221.58,Europe,-290.4,528.57,99.07,-67.94,4,6,6.66,Medium,-16948.78,-8.79,-18.54,1025.6,1377.359143
6.66,3.76,-270.72,USA,-201.81,325.83,0.01,-4.52,5,8,11.78,Medium,-12873.97,-17.31,-35.25,1628.58,59.93103051
4.54,2.34,-163.98,Europe,-382.47,373.92,31.74,329.4,6,3,3.32,High,-11973.75,-12.78,-33,1663.66,-511.0432054
2.5,7.48,-81.68,Rest,-57.33,411.99,0,-2.57,4,4,8.3,High,-12259.97,-9.03,-35.31,1726.56,1452.847624
11.68,5.64,-145.88,UK,-99.54,541.5,54.69,-53.3,6,4,10.72,Low,-14400.78,-23.46,-35.1,959.24,-336.8713538
13.62,8.76,-188.3,USA,-189.69,531.24,0.01,312.15,4,5,4.8,Very high,-17849.08,-16.89,-28.08,2172.68,2361.233858
3.42,6.98,-257.6,Europe,-167.22,483.9,1.02,-234.48,6,2,7.8,Very high,-10733.66,-6.6,-16.14,1697.72,1247.476754
12,10.64,-216.86,Rest,-266.31,450.24,44.99,377.25,5,5,0.22,High,-17192.42,-7.2,-22.59,508.14,1065.699025
3.78,34.48,-85.68,USA,-258.48,163.35,2.02,-229.2,3,7,0.36,Very high,-17094.26,1.59,-33.24,1682.9,425.4826283
12.74,17.28,-170.06,Rest,-377.28,588.54,0.02,133.18,5,3,10.28,Very high,-13861.98,-0.96,-30.33,2232.08,1951.871823
11.3,1.26,-188,UK,-201.51,541.83,0.33,267.38,6,5,5.76,Medium,-17185.71,-23.34,-56.13,1587.68,1254.915043
16.44,11.92,-328.78,UK,-202.5,549.18,0.59,733.14,4,1,13.6,Very high,-11674.6,-21.06,-40.47,2470.04,923.3486054
20.56,2.18,-160.82,Rest,-135.78,548.79,0.08,542.46,4,6,0.54,Very high,-16929.9,-9.96,-30.54,953.26,878.0963137
1.9,7.88,-133.62,USA,-185.25,386.1,0.07,-471.72,3,5,0,High,-14157.36,-16.47,-29.94,1802.24,2191.077185
7.46,9.04,-192.9,USA,-323.91,506.58,0,299.71,3,9,2.68,Very high,-13370.77,-9.48,-47.91,1021.46,537.4278284
3.46,12.66,-173,Rest,-134.58,529.23,21.84,-8.76,3,4,-5.72,Very high,-14873.17,-22.53,-64.95,2278.62,842.6639973
8.5,7.78,-273.08,Europe,-184.92,408.27,0.7,132.5,5,5,12.06,Very high,-16546.85,2.85,-41.73,922.26,1604.971802
3.38,8.24,-265.88,UK,-322.47,501.96,0.91,463.2,1,5,13.32,Low,-15950.96,-2.28,-64.47,1028.42,3138.837638
10,3.86,-175.66,USA,-197.97,535.74,2.74,-5.4,4,5,6.04,Medium,-12274.79,-0.75,-27.99,915.38,1045.109104
4.4,3,-169.4,USA,-235.62,559.44,81.1,90.42,4,6,-1.06,High,-12814.67,13.38,-66.9,2308.28,140.3048035
12.3,4.56,-179.28,UK,-400.2,502.17,24.84,-368.58,2,7,20.08,Very high,-19896.89,-15.06,-23.31,935.96,-296.5270051
18.96,2.68,-191.14,USA,-234.06,551.82,2.39,21.24,3,7,5.42,Very low,-6732.24,8.31,-35.64,980.56,1375.643289
1.78,3.24,-138.74,Rest,-326.76,757.11,0.05,295.07,5,8,12.82,Low,-16767.52,-14.64,-27.57,2262.12,128.4676948
12.64,4.46,-159.04,UK,-332.4,275.76,36.56,537.77,1,3,-1.52,Very high,-16908.1,-20.88,-34.89,1311.86,262.7343847
7.82,15.34,-252.78,USA,-286.65,614.52,0.71,162.63,1,4,14.42,Low,-15716.42,-9.6,-34.95,1703.7,1435.97454
2.88,10.76,-94.36,Rest,-250.89,504.06,0.13,-95.36,3,4,13.7,High,-15751.09,-21.99,-38.52,1205.42,-72.84088605
6.28,4.04,-155.94,Rest,-94.08,464.85,8.51,-30.24,4,7,-8.52,Medium,-12730.99,0.6,-31.23,3524.26,740.4630254
9.68,15,-137.66,Rest,-271.65,569.13,0,439.64,3,2,10.9,High,-16448.3,-14.79,-42.24,1489.66,630.988835
3.42,5.9,-231.88,Europe,-144.06,433.11,0.5,422.64,2,3,2.5,Low,-14910.94,2.64,-71.82,636.22,1219.291248
5.4,12.12,-242.6,Europe,-189.12,367.92,0.61,-194.79,1,3,-0.4,Very high,-13795.26,-15.12,-42.15,1992.42,224.3493213
6.68,3.62,-202.36,UK,-169.02,151.8,0.01,94.34,3,3,14.84,High,-16053.91,-15.93,-25.26,2152.18,1545.447353
21.36,6.52,-84.94,Rest,-76.65,631.08,0.02,-78.96,6,4,2.3,Low,-8589.24,-16.44,-37.71,1469.94,1230.672399
13.1,4.96,-191.76,UK,-381.66,550.17,0.12,310.26,5,4,4.6,Very high,-12202.7,-25.2,-22.5,1305.72,-270.5618696
10.96,0.86,-260.84,Rest,-305.25,478.98,28.73,174.28,2,8,2,Low,-17754.25,-5.25,-40.56,1296.82,1333.690757
5.84,7.54,-147.16,USA,-321.39,456.06,0.07,567.21,4,3,2.14,High,-14957.83,1.11,-32.31,371.96,859.8173832
4.22,4.3,-170.42,Europe,-104.85,187.14,0.12,-168.28,3,3,0.56,Very low,-17526.61,-17.04,-31.92,1470.84,1152.64215
8.64,2.96,-146.02,USA,-20.25,532.35,0.01,673.64,3,4,5.26,Very high,-15202.09,-14.52,-35.58,695.4,1060.539646
4.26,2.16,-188.66,USA,-141.99,565.98,43.6,-157.06,0,5,6.36,Low,-13711.56,-16.14,-34.2,1885.74,1061.742429
10.34,1.4,-92.3,UK,-157.32,480.33,14.9,-715.97,2,2,7.2,Low,-14908.02,-15.33,-38.31,1619.7,-429.4450413
4.8,15.34,-141.22,Rest,-233.37,632.7,1.69,87.61,2,4,11.52,Very low,-16184.35,-1.02,-16.86,1562.82,-294.6619351
4.76,7.02,-184.92,USA,-75.21,-51.06,0.46,586.84,7,4,9.02,Very high,-16601.39,-20.85,3.12,1588.46,-401.0850734
17.72,3.08,-277.86,UK,-131.25,410.67,4.18,-176.15,4,1,7.4,High,-24706.97,-2.28,-33.48,1462.94,1783.15045
9.32,5.02,-205.62,Europe,-314.52,534.39,0,-135.67,3,3,4.68,Very low,-23875,-16.23,-57.24,820.84,683.7697557
10.1,8.92,-298.06,USA,-181.26,589.8,1,433.61,6,3,9.34,Very high,-12512.97,-9.69,-49.26,2039.08,563.0921711
11.58,15.74,-294.06,Rest,-286.29,489.75,0.13,-44.69,3,5,-2.16,Very high,-16020.12,-9.96,-41.64,1723.04,2089.633437
7,1.44,-269.66,Europe,-340.65,485.13,16.61,-112.51,7,3,15.78,Low,-14740.28,-22.8,-67.08,1439.2,1387.631696
4.72,26.04,-227.76,Europe,-180.63,535.83,3.95,381.66,3,1,2.78,Low,-18255.94,-8.67,-43.23,1715.84,1451.882421
0.94,8.36,-183.06,UK,-81.18,544.32,0,-31.46,2,6,10,Very high,-16803.64,-25.8,-67.08,2061.32,1255.21403
10.2,3.12,-294.4,USA,-360.18,489.12,0,362.52,1,5,23.5,Medium,-13066.97,3.9,-56.82,2303.16,1392.843574
5.4,8.68,-252.04,USA,-337.47,497.49,2.64,76.12,4,3,8.5,Medium,-15552.59,-7.38,-8.76,1208.88,744.2002249
8.42,14.48,-274.66,USA,-159.03,676.2,7.84,60.44,4,3,1.08,High,-17223.84,4.86,-44.25,792.84,576.8760825
3.9,5.3,-124.98,UK,-285.93,389.25,0.05,-51.41,3,2,12.72,Very low,-15884.52,-6.45,-44.73,624.4,1687.701832
6.88,5.16,-182.56,UK,-177.45,465.9,2.09,315.88,5,6,5.18,Very low,-12795.14,-22.95,-34.2,2225.74,2224.535255
5.56,4.38,-166.04,USA,-253.05,453.27,0.21,546.6,5,4,-1.58,Very low,-15078.23,3.48,-32.43,1448.12,1478.98163
7.54,10.3,-102.72,UK,-182.52,549.33,68.18,397.41,3,7,2.94,High,-8311.27,-2.67,-26.01,1227.28,620.4866529
4.02,7.9,-164.3,Europe,-256.65,616.71,0.01,-19.25,5,8,6.34,Low,-16567.79,-14.73,-35.88,1930.1,2820.887815
2.06,35.22,-118.26,USA,-145.17,826.23,0.01,-251.17,3,4,-2.86,Medium,-21216.29,-11.61,-66.09,-152.82,1823.615878
3.6,3.44,-201.96,USA,-229.02,457.38,22.11,844.46,4,6,13.5,Very low,-17005.03,-10.17,-49.86,1772.22,716.2991394
8.62,2.34,-136.94,UK,-162.06,370.08,0.14,-58.47,2,4,1.72,Very high,-11602.25,-9.72,-44.85,2902.2,1736.197888
10.16,6.3,-93.98,Europe,-261.39,558.99,7.77,65.82,7,2,2.34,Very high,-20563.46,-3.75,-26.7,803.28,1948.031285
12.42,1.34,-103.14,Rest,-322.59,325.29,0.33,-270.68,6,5,-0.3,Very high,-5964.89,-21.18,-31.08,2059.26,774.5958348
3.56,4.1,-95.08,Europe,-192.81,515.04,0.05,423.07,5,2,11.52,Very low,-21737.06,-12.09,-28.38,1585.3,492.6401547
20.96,12.2,-106.38,UK,-168.33,604.92,9.17,78.78,4,2,-0.56,High,-14876.79,-8.13,-28.98,2062.86,2609.624958
32.06,6.62,-150.58,UK,-284.79,569.22,0.17,298.77,6,2,3.92,Medium,-7260.63,-22.44,-57.54,1696.36,1485.56389
17.72,6.42,-218.6,USA,-153.57,533.58,1.01,104.17,2,5,15.66,Very high,-13645.58,-13.56,-35.82,2156.4,1078.91141
5.32,12.76,-179.36,UK,-257.67,791.37,0.29,73.91,7,7,13.38,Medium,-15666.16,-14.85,-22.11,1100.48,992.8837919
0.72,10.28,-242.4,UK,-194.49,544.47,53.58,459.43,6,4,-8.34,Very high,-13571.77,-2.64,-42,1063.2,1758.21069
16.52,3.62,-118.68,Rest,-255.66,259.14,0.82,333.02,5,5,12.26,Very low,-16170.64,-5.88,-30.84,1419.3,551.6767878
12.82,7.16,-206.06,Rest,-180.3,432.3,0,-111.44,3,6,7.44,Medium,-10525.75,3,-36.6,2685.06,2063.649575
6.66,1.88,-168.74,Rest,-79.38,548.04,0.82,-6.73,1,5,4.44,High,-15857.04,-12.69,-34.17,95.12,2261.430964
9.1,10.38,-192.3,USA,-348.06,282.12,0.05,500.24,6,2,-5.18,Medium,-13066.36,-16.77,-10.89,1692.04,-117.0854834
