F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,Target
5.38,6.84,-130.52,USA,-350.91,453.42,0.24,-126.34,5,4,15.74,Low,-12521.97,-29.79,-29.64,1181.6,57.04
7.32,3.68,-312.46,Rest,-97.35,520.44,2.26,-169.87,3,4,-3.82,Very high,-19709.04,-26.58,-55.71,1467.76,3176.68
5.66,9.62,-174.42,UK,-105.36,502.86,26.91,103.5,1,4,8.54,Medium,-13387.84,-1.83,-44.61,1451.32,1187.77
11.26,7.44,-122.8,Europe,-185.67,385.53,0,339.74,4,3,4.9,Low,-3793.26,-15.72,17.28,2696.12,224.28
7,5.42,-202.42,Europe,-178.38,643.32,0,-195.31,3,5,8.48,High,-16562.62,-16.5,-30.99,1251.88,1050.07
8.7,13.16,-166.64,Rest,-260.91,472.35,0.64,596.78,4,2,9.22,Very low,-15408.62,-5.22,-20.94,178.5,1454.28
13.58,1.22,-215.68,USA,-165.45,498.9,27.51,343.87,0,7,-1.82,Low,-17179.29,-4.53,-36.57,1228.72,0
4.88,11.32,-227.54,Europe,-41.94,395.22,0.84,149.72,2,3,-5.38,Medium,-1975.51,-3.96,-26.67,1320.6,1613.03
15.62,10.24,-269.68,Europe,-385.05,576.9,0.14,-652.88,4,5,7.18,High,-17488.45,-5.1,-37.98,2387.18,959.7
1.92,5.86,-180.64,Europe,-152.97,489.12,0.37,4.29,3,0,15.88,Low,-15553.13,-12.6,-40.86,1658.56,846.37
9.76,22.58,-167.1,USA,-216.15,489.75,0.32,281.89,4,5,8.28,High,-14777.64,-16.56,-54.57,2903.58,528.88
6.12,7.92,-271.78,USA,-375.87,481.71,0.2,108.48,8,7,16.08,Very low,-11635.4,-6.18,-38.4,1575.96,0
8.22,10.06,-218.42,UK,-351.63,541.77,23.47,-175.62,3,4,6.5,Very low,-14246.15,-15.66,-32.25,1520.08,0
8.42,5.26,-121.04,UK,-205.05,518.31,0.53,-326.19,6,2,3.26,Very low,-14659.4,-12.96,-37.59,834.3,2447.35
9.16,6.2,-101.48,USA,-220.8,550.92,0.59,756.95,5,6,10.98,High,-8102.69,0.27,-35.82,1367.04,0
8.84,4.94,-187.82,UK,-76.53,509.64,0.28,300.63,5,3,7.12,Very low,-16009.93,-6.69,-42.15,877.96,2022.55
8.76,4.1,-185.9,UK,-315.03,553.11,17.87,36.89,2,2,2.66,Low,-12657.43,-15.3,-33.72,1050.76,0
3.26,7.14,-242.16,USA,-149.7,447.27,0.01,420.19,3,4,11.82,Very high,-12251.37,-2.28,-19.14,1251.92,312.71
2.52,9.54,-198.62,UK,-297.6,513.39,57.19,-58.62,4,2,-0.32,Medium,-14042.26,-3.3,-34.47,659.14,1220.29
4.58,6.48,-241.12,Rest,-324.57,454.71,0.11,147.96,6,1,7.52,Low,-16156.6,4.8,-31.83,827.66,789.74
10.62,8.44,-113.72,Europe,-139.74,728.25,384.24,377.3,5,0,11.78,High,-15834.32,-11.91,-31.5,1179.3,2041.66
9.38,12.48,-141.52,USA,-259.41,593.16,9.34,-34.59,1,3,12.2,Medium,-12106.61,-1.98,-38.04,1631.76,321.58
14.02,21.64,-206.9,Europe,-123.12,531.21,4.95,-379.34,5,4,5.52,High,-13135.1,1.35,-32.61,1643.1,3435.4
6.7,2.92,-143.84,Rest,-337.32,516.93,2.32,87.77,5,6,5.86,Low,-15644.83,-14.16,-33.09,1506.24,0
25.44,2.14,-183.46,UK,-263.28,545.58,0.13,52.61,2,3,10.54,Low,-6534.99,-16.77,-39.18,1233.68,1517.22
9.4,3.98,-181.38,Europe,-126.87,52.62,2.72,308.83,4,4,5.34,High,-20660.07,-7.56,-48.06,431.08,1413.83
13.78,7.08,-149.98,Rest,-152.85,527.55,109.14,55.22,5,0,-1.98,Medium,-16557.17,-17.85,-41.88,1408,3691.87
10.62,2.26,-107.6,UK,-49.8,425.55,0.3,-86.98,3,4,1.66,Very low,-12226.53,-14.58,-39.9,855.56,2163.1
0.72,12.62,-44.28,UK,-34.29,599.19,1.07,331.17,2,6,7.42,Medium,-8339.9,-18.84,-41.25,1354.38,1033.16
2.52,3.76,-213.5,USA,-303.33,541.41,2.95,481.48,4,1,15.72,Very high,-15180.83,-1.44,-22.47,645.84,139.45
8.22,7.2,-142.96,Rest,-135.84,578.37,0.01,-290.15,4,0,-6.74,Very low,-14285.21,-12.75,-11.46,1014.26,3656.19
15.56,1.8,-205.82,USA,-366.48,524.73,1.41,-285.69,4,3,2.08,Medium,-14397.59,-10.47,-59.37,1540.9,220.26
31.1,4.64,-175.76,USA,-229.38,674.01,0.74,-198.77,3,9,20.5,Very low,-12810.47,-10.23,-39.39,1975,345.92
13.1,11.04,-194.06,Europe,-343.23,751.35,0.02,296.98,2,5,15.64,Low,-19767.94,-11.46,-38.76,1106.08,0
23.94,5.94,-242.68,USA,-147.21,545.7,1.49,312.12,6,6,6.02,High,-16419.37,-14.49,-19.35,1337.4,1134.26
14.84,3.12,-140.8,USA,-251.16,610.05,7.33,635.82,3,2,1.3,Medium,-13719.07,-13.02,-36.51,558.14,242.7
6.72,8.72,-296.82,USA,-307.23,673.14,0.03,438.67,5,4,5.98,Very low,-15402.36,-1.86,-26.97,957.12,0
9.88,20.3,-246.04,Rest,-181.77,470.13,0.81,39.01,2,1,0.38,Very low,-19795.81,-5.97,-27.6,443.66,3727.63
21.66,6.4,-220.6,Rest,-294.99,595.17,12.97,-321.11,2,2,5.76,Medium,-18206.56,-7.59,-19.92,829.94,3523.68
22.66,14.66,-249.4,USA,-166.56,487.53,10.99,364.98,2,5,3.14,Low,-10855.6,-22.11,-26.19,2123.98,598.77
18.62,8.46,-88.98,Europe,-261.66,452.82,4.97,420.85,2,6,4.5,Very low,-14671.48,-13.77,-31.8,1584.72,0
10.46,3.2,-226.7,Rest,-126.36,568.86,1.08,340.27,5,7,2.06,Low,-18965.35,-21.15,-36.99,2202.56,0
8.12,3.18,-29.24,Europe,-29.07,487.29,0.62,-132.29,2,2,9.94,Very low,-13331.54,-0.54,-29.61,1530.78,1321.95
19.48,3.7,-167.16,Europe,-134.91,488.91,1.73,120.85,4,5,10.74,Very low,-8945.44,2.55,-21,1092.28,1230.7
7.14,2.16,-172.38,Rest,-232.35,583.11,4.87,-97.99,2,2,17.92,High,-14981.69,-24.09,-34.95,1393.24,780.56
1.22,13.28,-197.2,USA,-325.56,560.7,24.98,47.81,2,8,-2.4,Low,-14759.89,-9.78,-38.67,1979.24,0
11.06,4.9,-155.04,USA,-160.26,811.11,1359.79,668.7,6,2,2.7,Very high,-8139.7,-13.95,-44.4,2021.28,464.44
5.3,14.64,-296.08,USA,-314.13,578.16,1.14,-52.36,5,2,6.28,Medium,-13655.45,-8.01,-68.91,2856.64,216.64
3.62,5.16,-271.3,USA,-290.31,511.77,0.06,-220.47,4,3,-1.34,High,-17799.31,-1.59,-19.95,1440.84,252.58
10.56,5.68,-127.38,UK,-48.75,360.39,2.13,-94.85,5,4,1.52,Low,-4585.14,-9.39,-35.04,2040.82,2364.4
6.9,12.42,-60.28,Rest,-62.61,511.38,3.4,46.06,4,4,7.32,Very low,-9123.37,-6.66,-67.5,924.34,3466.18
0.68,15.2,-274.9,Rest,-314.73,773.97,1.7,-258.36,4,2,6.98,High,-15898.25,-15.39,-1.41,1929.92,1666.02
15.66,14.94,-255.04,Rest,-268.53,507.84,5.98,164.14,4,5,11.28,Very low,-15059.79,11.97,-21.51,840.7,2259.67
2.1,1.94,-231.86,USA,-272.88,328.38,12.79,402.34,3,5,-0.1,Low,-15554.16,-13.8,-33.87,1887.1,0
5.02,3.78,-176.28,USA,-320.4,419.73,0.25,0.37,4,5,7.12,Very high,-13198.57,-23.88,-15.9,858.2,117.98
6.9,18.1,-126.82,Europe,-273.09,555.93,0,-323.26,1,3,1.74,Low,-17408.32,-0.96,-28.83,307.86,1721.82
8.16,1.06,-180.98,UK,-294.15,435.48,2.68,86.45,5,3,-2.06,Medium,-14809.65,4.53,-2.76,2026.56,0
2.6,14.28,-109.34,UK,-153.93,538.83,2.34,128.23,1,2,5.18,Low,-10612.75,-11.04,-49.53,1560.56,1059.59
18.88,11.02,-207.48,USA,-244.59,331.74,0.01,351.88,5,5,7.56,Low,-20169.76,-9,-31.8,1188.46,583.67
7.2,7.84,-308.2,Rest,-34.17,591.66,0.24,1111.15,2,4,11.16,Very low,-21224.11,0.06,-35.49,2133.78,0
22.02,6.74,-201.16,Europe,-285.57,747.9,0.35,69.27,4,5,14.76,Low,-19261.21,-21.54,-17.94,1839.1,692.75
3.6,5.64,-244.82,USA,-187.83,692.25,14.59,80.05,2,2,11.48,High,-18873.6,-2.37,-47.91,1914.4,186.33
21.6,3.52,-157.66,USA,-203.16,559.68,30.41,14.78,3,3,9.36,High,-6564.36,-26.97,-40.71,1684.56,810.4
0.84,12.52,-151.3,UK,-222.27,525.51,7.62,500.08,5,4,3.48,Very low,-22729.86,-6.21,-70.59,1352.84,0
2.2,5.14,-141.7,Europe,-346.92,537.42,0.39,-383.9,7,4,12.66,Very high,-15909.09,-5.19,-40.08,1268.06,874.2
15.74,4.74,-143.3,UK,-159.81,303,367.38,74.12,3,2,-1.56,Medium,-15852.1,-12,-18.54,1541.64,2177.47
9.84,8.2,-241.34,USA,-190.56,481.2,0.42,349.66,1,2,1.64,Low,-15773,0.12,-39.9,999.64,282.5
0.8,0.48,-177.02,Rest,-255.9,716.52,80.43,11.86,4,1,4.26,High,-16850.78,-0.93,-37.05,2196.1,0
2.22,2.68,-197.84,USA,-216.39,375.45,0.75,249.23,6,5,6.2,Very low,-15864.29,-9.63,-38.7,889.86,0
8.5,11.3,-86.68,USA,-69.03,452.76,0.05,271.45,5,3,14.22,Medium,-15266.66,8.64,-41.58,1875.26,977.69
3.26,7.06,-158.84,Rest,-206.55,638.22,41.78,346.8,1,8,7.58,Medium,-17216.49,-12.45,-40.44,1489.8,0
19.38,4.6,-192.18,UK,-148.5,676.5,1.52,170.49,4,1,16.9,Low,-16196.77,-29.28,-33.57,2820.22,1753.12
2.92,18.88,-178.06,USA,-186.99,961.26,0,90.09,4,3,12.4,Low,-16069.76,-15.81,-41.46,1594.86,692.22
9.72,2.64,-197.08,UK,-300.57,673.44,0.85,263.72,6,6,8.44,Low,-17516,-8.7,-42.51,1292.02,0
10.28,6.78,-153.44,Rest,-148.74,601.23,0.27,35.19,10,5,4.2,Medium,-13023.92,-23.52,-25.02,1354.28,3614.08
1.62,23.66,-212.04,Europe,-91.02,533.94,0.19,-358.37,5,5,18.22,Medium,-17825.95,-15.69,-31.08,1427.22,2731.66
2.44,10.28,-145.48,Rest,-218.28,660,0.01,-445.66,6,2,-9.92,Low,-20757.56,-12.96,-34.89,1300.78,3370.5
4.72,3.28,-185.28,Europe,-156.24,334.26,0.16,-113.81,3,6,2.62,High,-16514.73,-1.47,-36.96,1326.16,559.58
10.92,6.56,-213.46,UK,-179.13,403.44,0.14,302.21,4,9,1.5,Medium,-4920.01,-18.63,-40.23,1844.92,0
5.42,9.92,-94.06,UK,-257.58,518.04,2891.92,-143.95,5,6,11.8,Very high,-17558.1,-22.74,-22.74,1695.42,1042.25
11.7,4.32,-32.16,USA,-222.33,508.5,0.32,81.32,2,5,1.88,Low,-19335.51,-17.76,-66.24,954.7,138.26
3,2.04,-145.82,UK,-164.01,450.51,2.95,315.01,5,4,-0.74,Very high,-16814.57,4.38,-42.3,2469.02,0
2.68,4.42,-227.72,UK,21.75,534.27,0,458.62,8,6,0.66,Very low,-23471.17,-19.17,-39.42,889.84,1909.21
4.82,6.82,-215.62,UK,-270.69,613.38,0.11,-184.66,6,4,7.96,Very low,-16381.04,-12.09,-50.28,2570.84,0
4.74,2.9,-161.38,UK,-277.08,572.07,18.56,94.87,6,5,-0.16,High,-2185.42,-24.72,-15.78,1835.12,0
4.16,1,-173.5,UK,-298.2,570.54,0.26,439.07,3,5,-8.1,Low,-12265.35,-26.04,-21.84,819.5,0
9.38,5.04,-170.16,Europe,-447.33,212.22,0.02,364.97,5,4,8.14,Very high,-19831.3,-11.52,-46.74,1451.98,0
9.14,3.26,-109.18,UK,-215.88,429.3,2.92,14.51,5,3,7.16,High,-15739.78,-6.03,-32.58,865.88,2006.39
10.38,9.4,-296.92,USA,-292.68,554.4,0.3,-236.48,4,5,-6.44,High,-13275.09,-14.79,-33.84,1545.2,459.92
5.62,13.42,-181.14,UK,-250.5,735.33,8.43,429.99,4,3,14.84,Very low,-14954.97,-13.53,-9.69,3482.86,0
10.46,7.8,-265.9,Rest,-347.94,664.05,2.06,255.77,3,6,2.64,High,-14419.56,-4.5,-2.01,2033.94,0
5.76,4.12,-278.06,Rest,-460.02,520.32,1.75,-517.85,5,5,4.5,Medium,-19288.07,-16.77,-46.02,1986,0
9.66,28.46,-248.6,Europe,-341.25,524.49,5.54,261.04,4,1,-4.18,Very high,-18766.69,-12.03,-31.68,1702.84,2165.36
8.46,1.66,-294.56,UK,-140.61,611.85,11.77,214.66,6,4,2.28,High,-14769.82,-11.01,-40.41,-53.16,2511.1
10.76,9.12,-280.06,Rest,-267.75,574.8,9.18,165.58,2,5,14.78,Low,-12760.69,-9,-14.46,1459.08,0
4.86,10.86,-134.74,UK,-246.54,600.66,5.76,-169.92,1,5,11.66,Very low,-12560.22,-11.61,-37.11,886.84,0
2.36,7.78,-107.08,Rest,-244.71,596.01,9.39,127.31,3,1,6.38,High,-16422.39,-12.69,-33.81,1704.36,612.76
5.26,5.26,-248.84,USA,-415.71,547.41,28.91,-517.11,3,3,9.92,Medium,-14144.85,-14.43,-16.2,1376.54,23.73
12.24,8.28,-136.4,USA,-206.31,482.19,26.65,71.4,6,4,10.4,Very low,-29466.61,5.82,-46.68,961.36,635.49
8.46,5.22,-221.82,UK,-278.46,611.49,10.37,443.49,3,3,2.44,Medium,-14881.93,-13.05,-46.02,1126.62,0
10.18,19.7,-241.64,USA,-330.03,502.47,5.64,506.36,4,3,7.32,Very high,-13647.58,-9.96,-39,1390.04,580.16
1.74,23.72,-104.64,Rest,-184.23,163.8,1.32,-370.72,4,1,8.18,Medium,-15227.5,-17.19,-35.76,820.08,3790
12.74,6.34,-173.22,Rest,-319.08,504.33,0.32,-222.42,3,3,8.02,Very high,-16274.77,-12.87,-64.41,1155.1,2544.04
5.1,1.48,-198.04,Rest,-319.14,624.33,1.47,-333.32,4,3,5.26,Medium,-10988.37,-4.98,-54.66,1498.76,94.96
2.98,4.32,-273.46,Europe,-200.82,424.05,1.34,-15.79,6,6,1.38,High,-13075.79,-29.7,-30.54,1789.28,360
13.5,3.74,-138.66,UK,-186.33,518.85,0.23,-96.89,4,1,8,Low,-22307.11,-9.09,-20.88,1845.36,1975.59
4.7,27.46,-271.16,USA,-139.32,563.25,0,199.95,2,2,16.7,Low,-30610.65,-7.89,-35.79,2110.4,1068.12
1.02,7.12,-147.78,Europe,-204.9,482.97,0.41,512.86,1,2,0.56,High,-10404.54,-0.6,-32.88,1403.28,0
4.78,9.04,-77.4,UK,-311.43,454.77,0.43,461.12,6,6,8.02,High,-11552.86,-16.68,-32.94,1223.52,0
9.64,15.72,-97.82,Rest,-303.78,554.13,0.8,-36.15,3,3,9.48,High,-18119.87,-14.61,-46.74,1387.16,2713.38
12.48,3.7,-179.72,UK,-332.55,512.46,0.33,60.07,3,4,23.34,Very high,-15453.95,-31.26,-36.06,1215.84,227.74
0.66,8.6,-195.12,Rest,-125.61,353.25,3.52,-112.45,3,3,7.68,Very high,-15458.2,-19.08,-48.69,661.34,3465.82
7.14,12.5,-263.9,Rest,-314.76,552.93,0.87,133.96,6,4,9.3,High,-14220.56,3.21,-37.44,2236.74,616.01
8,12.66,-280.46,Europe,-279.81,472.23,0,-272.38,6,5,3.2,Medium,-16072.84,-16.2,-35.64,1981.74,1096.39
1.3,2.58,-169,USA,-164.13,468.15,5.3,73.8,4,5,7.12,High,-16399.17,-11.46,-41.91,1233.42,148.1
2.7,3.9,-190.54,Rest,-185.07,375.09,38.22,409.26,3,1,3.78,High,-10508.79,-24.39,-29.85,1711.26,190.31
15.24,15.86,-212.5,UK,-228,415.68,7.78,234.38,6,4,8.56,Very low,-22004.54,-23.79,-35.19,1137.98,2418.52
3.16,3.74,-109.14,UK,-152.04,645.57,53.07,-57.42,3,5,8.28,Very high,-16925.95,-13.53,-23.67,1882.1,323.49
3.84,7.88,-126.74,Rest,-195.51,506.58,0.32,-270.4,2,1,5.02,Low,-15686.54,1.53,-24.72,1689.3,1563.3
7,1.66,-171.3,Rest,-22.38,549.6,0.07,674.27,5,5,4.4,High,-13333.14,-5.46,-61.23,1943.6,647.83
1.34,11.7,-177.52,UK,-170.67,503.43,33.29,238.6,4,6,4.4,Medium,-13195.38,-11.31,-64.56,890.08,584.26
3.64,8.38,-176.64,Europe,-102.3,601.41,0.96,-167.14,2,3,11.88,Low,-15932.63,-14.19,-23.46,1903.44,908.92
1.96,12.02,-205.02,Rest,-254.76,305.85,3.04,162.63,2,2,8.28,Very high,-18919.41,-12.75,-41.79,625.52,2176.51
7.3,11.38,-163.84,Europe,-399.75,920.19,2.17,-125.6,6,4,17.26,High,-9847.64,-7.56,-46.71,2505.48,164.72
2.54,7.56,-144.2,Rest,-301.92,471.03,113.8,60.35,5,3,5.22,High,-16014.42,-17.64,-36.9,2335.78,0
10.2,3.92,-230.22,USA,-95.73,505.8,0.08,73.01,3,3,1.88,Medium,-19008.03,-13.5,-44.34,2716.02,324.59
2.86,8.74,-174.68,Rest,-195.36,512.79,1083.74,-55.06,4,5,12.58,High,-13784.93,-8.61,-55.05,2174.3,396.9
17.1,7.34,-124.08,UK,-248.46,587.13,3.32,-171.52,4,6,14.96,Very low,-15598.74,-3.03,-52.95,1114.96,1264.64
10.52,7.12,-152.08,Europe,-281.79,628.35,0.23,261.51,5,4,3.5,Very low,-17044.72,-14.85,-37.53,1239.68,171.5
4.36,3.2,-129.08,UK,-309.69,535.17,4.95,-670.2,6,4,11.98,High,-15727.82,-12.03,-30.51,1939.02,968.46
6.28,10.48,-104.24,USA,-138.9,475.98,2.12,310.27,2,1,6.28,Low,-13048.09,-27.66,-38.94,2506.8,214.38
4.74,22.96,-239.12,UK,-276.12,543.18,0,-51.29,5,6,4.46,Medium,-17851.09,-5.73,-34.53,850.7,2448.55
7.32,10.26,-188.84,UK,-237.51,668.97,2.21,-307.64,5,5,-3.82,High,-14888.74,-8.94,-25.08,1892.38,1821.69
6.88,5.3,-241.7,Rest,-238.23,735.27,0.79,-55.06,8,3,7.12,Very high,-14313.72,-4.38,-21.66,897.26,3529.29
2.32,4.86,-130.34,Rest,-138.57,220.92,0.47,441.43,9,4,9.86,Low,-15316.69,-32.85,-78.66,1298.96,1163.87
5.74,6.32,-262.12,UK,-177.84,630.72,0.63,250.27,1,3,7.54,Low,-13416.75,4.14,-35.04,1107.56,0
3.5,12.86,-115.96,Europe,-173.49,425.28,0.02,-244.28,3,3,6.4,Very high,-15439.82,-21.27,-40.14,1533.52,1805.17
4.48,2.04,-189,Europe,-260.28,534.45,1.19,356.03,4,3,11.82,Low,-14124.06,-24.39,-29.79,1619.42,0
5.14,7.7,-113.04,UK,-172.38,488.52,4.66,573.68,2,4,8.52,High,-14586.52,-27.66,-47.1,1412.72,0
6.62,9,-189.88,UK,-107.73,348.87,49.06,312.09,3,5,7.12,High,-12598.52,-18.6,-40.29,690.16,1978.29
3.26,8.82,-206.56,UK,-191.58,699.42,242.85,750.26,3,8,-4.66,High,-14705.34,-3.51,-35.55,1880.06,0
14.5,20.2,-111.22,UK,-84.81,609.99,0.01,-122.95,3,6,7.36,High,-16925.81,-15.6,-28.38,1010.6,2959.77
5.54,26.4,-224.16,Europe,-319.8,377.82,8,340.05,3,5,4,Medium,-15908.72,-15.06,-42.78,2920.6,99.84
1.82,15.18,-145.72,Rest,-58.98,556.98,0.14,124.06,4,6,1.14,Very low,-15439.2,-3.66,-19.02,1697.48,1692.4
15.9,12.76,-247.2,Europe,-174.78,750.03,0.24,415.5,3,5,2.72,Low,-14541.1,-7.92,-33.45,891.8,1246.22
20.48,11.82,-265.94,Rest,-378.96,649.86,39.79,816.1,6,9,13.22,Low,-15065.94,-10.41,-40.44,1563.82,0
5.66,4.58,-152.4,Rest,-69.06,528.6,7.48,82.61,4,2,0.96,Low,-18603.4,-15.21,-39.06,2426.38,1331.55
11.38,10.48,-246.42,Europe,-396.9,515.85,0.07,-59.99,2,2,6.02,Medium,-22125.1,-5.43,-33.6,1958.18,134.41
7.48,7.42,-198.22,UK,-399.99,471.6,6.59,132.26,6,4,4.66,Very low,-21368.12,-18.69,-36.03,1746.36,0
11.82,7.6,-229.2,USA,-143.76,283.08,7329.26,156.19,7,3,16.98,Very low,-13029.69,-6.6,-26.07,2677.7,412.32
6.98,13.02,-227.98,UK,-306.45,594.6,0.88,266.49,5,3,4.94,Very high,-26968.98,-17.97,-27.99,1537.2,1385.75
3.94,7.74,-161.6,USA,-102.87,531.99,2.11,429.47,5,7,-1.74,High,-15835.01,-6.78,-34.86,1663.62,197.51
2.62,4.68,-256.72,Rest,-247.11,449.25,32.43,347.83,2,5,14.1,Very high,-14618.37,-15.75,-36.18,1162.44,0
5.26,15.44,-116.84,USA,-299.01,539.49,2.7,-291.64,1,4,-3.3,Medium,-13642.83,-23.67,-31.11,1417.68,320.19
2.84,10.06,-112.22,Europe,-336.33,664.86,0,387.8,5,2,5.56,Medium,-13682.47,-3.51,-42.81,1235.52,139.07
10.98,2.44,-228.92,Europe,-84.06,595.44,0.03,-489.49,6,3,21.36,High,-14906.58,-8.61,-28.05,1687.76,2468.4
1.44,7.24,-156.26,USA,-252.93,489.09,0.11,525.45,2,3,0.98,Very high,-14944.2,14.73,-50.94,1037.9,13.33
2.82,5.44,-168.08,UK,-209.07,435.36,40.44,199.89,5,4,-6.66,Medium,-17683.96,-28.62,-39.39,1581.4,0
8.1,6.2,-132.76,Europe,-266.31,445.77,1,-140.65,8,7,3.62,High,-17924.59,-0.12,-23.28,604.34,1296.1
20.62,5.2,-208.38,UK,-252.6,614.82,2.01,312.19,4,3,-4.7,Very high,-10372.83,-14.61,-38.22,645.22,2551.77
5.3,11.2,-212.66,Europe,-241.83,615,0.69,-127.34,4,1,-3.62,High,-20946.28,-16.14,-39.09,1512.08,1536.32
13.88,0.96,-267.2,Europe,-258.99,511.56,0.03,183.98,3,1,-0.76,High,-13801.77,-8.19,-34.08,1929.5,549.05
4.46,5.7,-144.24,Rest,-208.95,669.63,0.69,191.95,5,4,6.5,Very low,-7768.81,-7.32,-46.2,1528.78,10.3
10.62,4.56,-92.2,Rest,-195.21,565.08,0,84.52,4,4,8.58,Medium,-11884.94,-14.46,-43.59,1291.6,1524.98
11.58,11.94,-194.64,Europe,-155.52,416.43,9.11,461.16,3,5,6.04,Medium,-18454.48,-11.43,-38.73,1389.32,884.38
6.88,9.02,-188.38,USA,-275.37,680.61,2.17,-26.43,2,3,-2.68,Medium,-13368.97,-25.02,-38.4,694.24,357.82
17.1,3.9,-159.58,Europe,-341.49,388.41,0.18,192.99,2,9,7.18,Very low,-12881.84,-12.15,-31.95,950.5,0
5.2,7.5,-122.08,Europe,-198.66,643.05,0.12,-16.84,3,6,-0.9,Low,-12626.89,1.2,-33.57,1131.98,289.89
6.34,5,-142.78,Europe,-265.29,443.46,0,38.26,7,10,6.74,Low,-18168.68,-5.55,-25.08,1568.32,0
13.84,4.96,-176.78,Europe,-258.72,437.1,1.08,210.4,4,5,15.46,Very low,-13619.17,-13.08,-35.58,708.78,354.05
2.1,6.76,-260.32,UK,-142.8,234.24,0.01,-458.06,4,6,7.58,Very low,-22691.64,-9.72,-27.42,2156.82,86.74
30.52,26.68,-228.88,Rest,-128.01,639.96,0.12,250.21,4,6,1.4,High,-15184.27,-15.54,-36.21,1562.14,3798.89
2.54,9.18,-208.64,Rest,-227.25,509.22,0.47,104.36,6,4,6.68,Low,-15720.19,-20.43,-43.74,977.34,1087.13
17.26,12.04,-247.54,USA,-298.92,576.42,0.08,452.31,4,6,11.34,Very high,-14680.98,-9.12,-51.75,1674.12,330.18
28.18,5.16,-248.84,USA,-286.41,571.17,0.85,-20.74,1,0,3.86,Very high,-13130.89,-33.78,-18.75,1250.32,1351.77
5.18,5.66,-110.52,Rest,-221.49,269.85,0.02,726.93,4,2,4.72,Very low,-13597.59,-1.08,-37.47,1799.42,0
4.54,7.06,-169.42,Europe,-297.45,319.26,0.02,210.17,5,4,6.98,High,-16141.48,-12.18,-34.14,1719.02,85.51
5.94,13.3,-152.16,USA,-202.89,567.48,0.01,129.99,2,2,6.54,Very high,-7661.33,-9.81,-31.35,1660.98,700.59
12.28,2.62,-234.78,Europe,-190.77,533.88,0.85,138.8,2,4,-0.04,Very low,-17820.15,-3.84,-31.86,1943.74,0
12.14,6.12,-181.78,Europe,-85.11,563.97,0.14,-54.87,3,3,1.58,Very low,-15422.16,-20.91,-32.55,1296.38,1506.1
6.68,10.26,-218.92,Rest,-26.1,497.97,6.05,23.59,5,1,-6.9,High,-19674.33,-16.92,-34.95,1422.5,3779.05
6.86,6.5,-221.52,Rest,-241.56,581.73,6.27,234.11,6,2,6.58,Medium,-24644.04,-17.82,-26.76,1403.54,1398.09
7.06,6.08,-211.34,Europe,-97.32,497.34,0.02,-170.23,3,4,5.84,High,-18696.6,-5.07,-38.22,2211.28,1219.22
14.68,7.16,-129.56,UK,-348.75,525.99,14.41,-276.52,4,6,4.58,Very high,-17776.87,-14.61,-35.61,1484.76,1122.22
9.1,9,-174.14,Europe,-364.62,827.22,0,42.7,5,4,2.58,Low,-12923.1,1.32,-36.21,1006.52,336.18
11.24,17.28,-152.84,USA,-368.04,701.34,12.8,-453.38,3,5,14.6,Medium,-16227.52,-3.69,-24.81,837.64,753.15
5.04,8.88,-192.76,Rest,-244.71,29.76,426.7,280.69,4,5,-1.92,High,-15143.81,-1.29,-28.77,852.4,561.66
4.34,0.46,-166.32,Rest,-328.17,518.31,22.29,752.89,4,3,12.3,Very low,-15124.16,-15.39,-35.1,1455.78,0
13.7,5.14,-266.24,UK,-357.27,316.56,0.14,137.93,2,7,8.02,High,-15623.31,-7.56,-20.7,1324.74,0
5.44,6.58,-140.36,Europe,-269.97,510.39,3.17,15.48,3,5,-0.7,Low,-3782.31,1.86,-35.55,1660.68,0
6.34,6.06,-97.6,UK,-405.18,488.31,1.47,68.89,2,3,14.44,Low,-15658.32,5.82,-33.81,1201.7,0
4.66,1.02,-63.46,Rest,-336.27,596.34,0.12,53.06,7,3,16.78,Very high,-13663.19,-10.2,-34.38,1564.64,246
7.8,1.58,-126.26,Europe,-276.3,629.91,4.75,161.09,3,4,8.7,High,-13744.45,-4.83,-39.51,1580.26,0
10.84,1.98,-191.38,Rest,-196.83,541.65,1.26,-14.57,3,2,15.4,High,-16382.06,9.93,-42.72,718.94,2888.44
9.12,22.26,-178.74,UK,-285.09,543.3,28.33,110.05,4,2,8.9,Very low,-16379.7,-8.64,-40.38,1423.98,2175.35
1.5,1.72,-330.3,USA,-276.54,557.61,143.69,-486.32,2,3,1.14,Very low,-17758.88,-0.87,-39.9,1679.1,0
5.82,4.16,-154.16,Rest,-246.09,541.59,2.01,-66.03,5,3,10.66,Low,-16048.4,-28.35,-23.88,836.62,1092.21
5.1,4.08,-219.92,Europe,-229.38,391.56,20.71,462.19,1,1,3.48,Medium,-14845.89,-11.46,-22.95,1069.9,0
2.14,7.78,-147.72,Europe,-230.34,579.99,0.1,191.73,9,3,0.7,High,-5100.75,-24,-41.49,2396.6,772.23
9.12,6.52,-75.8,Rest,-216.54,546.6,0.98,154.5,2,3,9.66,High,-17668.92,-3.99,-40.08,475.32,2226.12
7.5,3.02,-190.5,Europe,-328.71,581.49,1.26,576.83,4,1,13.34,Very low,-18226.85,-1.59,-55.53,1415.08,0
